,Unnamed: 0,age,type_employer,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
25,2442,61,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,20,Trinadad&Tobago,-2.67964581025
26,5232,52,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,-1.1431613287
27,29343,31,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,20,United-States,-5.86134557027
28,31145,41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,1.38338997231
29,29248,61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,-0.150956484128
30,9438,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-1.15251254981
31,2381,23,?,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,35,United-States,1.07005293932
32,20838,58,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0.0951846028154
33,12158,33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,-3.17895525273
34,11236,35,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,United-States,-5.07838968048
35,16912,25,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,-1.52013879791
36,27453,27,?,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,4.28303878519
37,19739,27,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,7.17603680543
38,15272,51,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,40,United-States,1.48986713921
39,18991,68,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,20051,0,40,United-States,-0.146962002619
40,22934,57,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,United-States,-1.23020268998
41,27255,49,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,-4.68417333275
42,16160,55,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,32,United-States,-1.04716103126
43,4586,27,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,-5.27007796021
44,13711,39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0.601044974171
45,22304,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,-2.11980904335
46,18022,54,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,-3.428435945
47,24819,44,Local-gov,Assoc-voc,11,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States,3.09543572963
48,27635,24,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,-2.67743588533
49,1863,61,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50,United-States,1.36881530132
50,8801,36,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,-3.80709261695
51,30385,20,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,-0.105868801905
52,9627,52,?,Prof-school,15,Married-spouse-absent,?,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,-0.221310467109
53,29047,59,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,-5.10789700205
54,4373,20,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,-3.3293196633
55,32359,34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,-0.864034438134
56,10048,32,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,-0.98279940043
57,17035,21,Private,9th,5,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0.57767735039
58,27064,38,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,-2.20797726303
59,15949,54,State-gov,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,-1.91371331911
60,30696,47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,-4.04184191986
61,43,24,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,-5.30832169009
62,22134,56,Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,-3.38692077665
63,32486,28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,-2.37690978097
64,15407,32,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,-2.440955461
65,6502,18,Private,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,36,United-States,0.68587807027
66,8255,39,Private,HS-grad,9,Widowed,Adm-clerical,Own-child,White,Female,0,0,40,United-States,-3.94979563577
67,25110,35,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,-2.26472529994
68,13361,35,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,25,United-States,-2.71397398501
69,9860,43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Philippines,0.397625204654
70,20104,24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,5.09117816917
71,15340,41,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,-3.65782402812
72,23577,23,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,-0.907914273668
73,24076,29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,-0.604925878117
74,12828,53,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,3.07532552666
75,18105,41,Private,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,-5.25868407071
76,21138,34,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.180089501469
77,27458,34,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,-3.10218319909
78,6501,39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,-2.206337347
79,13694,18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0.62943227781
80,21182,42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1.68504836603
81,2112,46,Private,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,-0.763404571226
82,4261,46,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,-1.51193433476
83,6398,38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,-3.77850279573
84,20149,42,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,40,United-States,-2.24535282855
85,4177,54,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-4.98398004654
86,18563,63,Private,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,-2.86774433958
87,12465,27,Private,HS-grad,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,United-States,-2.4449989158
88,4512,24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,-3.36231975933
89,26360,33,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,-4.36134826005
90,8336,56,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,1.60054907298
91,13631,44,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States,-4.95571745574
92,18635,45,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,-4.1037111738
93,15533,54,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,-4.18157073516
94,16953,22,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,38,United-States,-2.46183948942
95,24739,57,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,-0.0793249375368
96,3045,25,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,35,United-States,-5.32816890226
97,8819,32,State-gov,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,19,United-States,-1.43583230589
98,2399,19,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,-1.51456116752
99,27065,32,Private,Masters,14,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,-2.29598024571
100,6527,63,Private,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,-5.20494899866
101,11176,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,-3.76973424156
102,29826,25,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-3.7812809341
103,30223,38,Private,Bachelors,13,Divorced,Tech-support,Other-relative,White,Male,0,0,40,United-States,-2.05973887911
104,5803,42,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,-0.121509251541
105,7735,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,-1.26266980809
106,12275,32,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,-4.36467380142
107,29817,19,Self-emp-inc,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,-5.55257264065
108,9235,24,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,-4.42964010933
109,18266,40,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,-2.42892100496
110,25585,28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,-0.484332680665
111,18356,43,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,45,United-States,-4.3282452483
112,4528,19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,2.24383882883
113,19554,52,Self-emp-not-inc,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,5,United-States,-2.26520591876
114,12611,42,Private,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,-2.57627607496
115,24958,35,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,46,United-States,-5.55300655146
116,29628,36,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,0.280286527135
117,30976,40,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,1977,45,Hong,-4.87703113912
118,29463,42,Local-gov,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-2.30245446889
119,19120,44,Local-gov,Assoc-voc,11,Divorced,Protective-serv,Own-child,White,Female,0,0,40,Cuba,1.82888614001
120,8604,62,Local-gov,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,0,0,35,United-States,-1.65350983091
121,11853,50,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Canada,-5.24821429224
122,18824,33,Private,7th-8th,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,2176,0,35,United-States,-3.58884336349
123,16116,28,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,-5.0424738265
124,23471,27,Private,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,0,0,24,?,-4.92647899482
125,31007,61,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,60,United-States,-4.08004862211
126,10909,64,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,-0.844372622013
127,25755,20,Private,11th,7,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,Guatemala,-5.99579287083
128,11354,41,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,-2.21350240087
129,24412,48,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,20,United-States,-3.16698072779
130,9608,25,Private,11th,7,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,-2.19652377259
131,3,38,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,-2.75127134345
132,11250,35,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,-0.950325359419
133,5851,18,Private,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,11,United-States,-4.8576073913
134,3367,39,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0.572321572451
135,5780,33,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,-5.98862025003
136,1140,41,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico,-2.22271962213
137,21638,55,Self-emp-not-inc,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,-4.53011494877
138,23201,35,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,3103,0,55,United-States,-2.8342062481
139,749,29,Private,11th,7,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,Haiti,-4.34234281036
140,7321,38,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,1.66979192027
141,4845,25,Private,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,-2.26326842601
142,26521,33,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,-1.68902236246
143,7615,43,Private,HS-grad,9,Separated,Transport-moving,Unmarried,White,Male,0,0,40,Mexico,-0.7763697097
144,7749,68,Private,Some-college,10,Divorced,Priv-house-serv,Other-relative,White,Female,0,0,30,United-States,-3.30650024935
145,20261,42,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States,-3.11633815414
146,5569,47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,United-States,-3.67412463747
147,2726,28,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,-4.07288266825
148,24645,34,?,12th,8,Separated,?,Unmarried,Black,Female,0,0,40,United-States,-0.824717578437
149,4749,51,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Male,0,0,55,Germany,-3.92951622533
150,6786,42,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-4.31388777469
151,21980,38,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,-3.54325835141
152,17267,34,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,1639,0,20,United-States,-3.27740040726
153,31861,21,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,-2.34006104227
154,10973,37,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,-1.10678660378
155,4308,54,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-4.21264345732
156,7382,20,Private,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Female,0,0,25,United-States,-2.19174837149
157,24270,28,Private,10th,6,Never-married,Transport-moving,Unmarried,White,Male,0,0,30,United-States,-2.38113610769
158,15402,26,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0.643369124824
159,1608,47,Private,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,-3.38083234622
160,14494,34,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,-0.0555617779498
161,25669,69,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,United-States,0.13122401216
162,26170,20,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,-3.83107847381
163,18290,50,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,-5.05263333902
164,12173,27,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,?,2.69916550767
165,11626,35,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,-1.58957116545
166,1939,50,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Canada,-3.49151267247
167,24688,36,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,-4.38532381352
168,4166,29,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,-1.6617117082
169,11798,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,44,United-States,-1.88733012025
170,1965,28,Private,Bachelors,13,Never-married,Transport-moving,Unmarried,White,Male,0,0,20,United-States,0.998686758544
171,32101,26,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,0.542343790307
172,7502,51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,70,United-States,-4.55495919581
173,31577,38,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,6.69870793032
174,20351,27,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,-0.102756540828
175,24348,38,Private,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,10,United-States,0.010297492633
176,717,33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-5.63314721887
177,17413,33,?,Bachelors,13,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,0,0,40,China,-2.96314611297
178,7508,29,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South,-4.3874884627
179,29293,54,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,18,United-States,-2.46576225597
180,18931,59,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,37,United-States,0.384139496125
181,15741,45,Local-gov,HS-grad,9,Divorced,Other-service,Own-child,Black,Female,0,0,40,United-States,2.30003429134
182,29364,46,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,0.180164897204
183,19791,55,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,2.97597089595
184,26030,52,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0.0775378494049
185,2006,27,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,30,United-States,0.500650570501
186,4478,22,State-gov,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,-1.07474927005
187,17650,20,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,15,United-States,-4.27177060592
188,32382,62,Private,9th,5,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,42,United-States,-0.311370694482
189,14889,36,Private,11th,7,Never-married,Protective-serv,Not-in-family,Black,Male,13550,0,40,United-States,-0.727619883436
190,24515,30,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,10520,0,50,United-States,-3.91528015928
191,13549,42,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,2407,0,40,United-States,-5.03948947505
192,17481,61,Local-gov,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,4064,0,40,United-States,-2.4338717811
193,30625,35,?,Some-college,10,Never-married,?,Unmarried,White,Male,0,0,10,United-States,-3.19259293385
194,9717,62,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,32.8785357424
195,30859,33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0.328511282142
196,15372,54,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,-2.2871174356
197,9432,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,60,United-States,-0.232385661071
198,20735,40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,-3.18163634935
199,31631,41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.216188025196
200,19094,41,Local-gov,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,7,United-States,-4.27498414741
201,20503,52,Private,HS-grad,9,Separated,Other-service,Other-relative,White,Female,0,0,20,United-States,-2.10540521507
202,23287,41,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,3411,0,40,Mexico,-2.6954954253
203,30512,61,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,44,United-States,-4.87164219053
204,23679,69,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,-2.45395521591
205,11681,41,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,-0.85030337491
206,6252,23,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,60,United-States,-2.73450143323
207,21843,67,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,-4.28130596962
208,15212,36,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,-1.44028846185
209,4305,41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,-3.65999294772
210,8173,22,Private,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,-3.66919423985
211,4705,60,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,15,Germany,-4.51452139657
212,19125,66,Private,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Female,0,0,18,United-States,-2.72917081415
213,14405,34,Private,11th,7,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,45,United-States,-1.88241021604
214,7161,52,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,-1.08978778911
215,5612,47,Private,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,38,United-States,-3.2827600784
216,27063,76,Self-emp-not-inc,Some-college,10,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,-1.81277434975
217,569,29,Self-emp-not-inc,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,-1.01797048398
218,8577,44,Local-gov,Prof-school,15,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0.451833258791
219,30826,21,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,-0.585873037652
220,3599,25,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,35,United-States,-3.06769997073
221,1417,32,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,52,United-States,-4.60979038912
222,2506,57,Self-emp-not-inc,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,-0.533129104181
