Store,Name,Store Status,Address,City,State,Zip Code,Store Address,Report Date
3816,Swils,A,200 E Oak St,Red Oak,IA,51566,"200 E Oak St
Red Oak, IA 51566
(41.016691, -95.230032)",10/01/2016
5194,Shelby General Store,A,"406, East St",Shelby,IA,51570,"406, East St
Shelby, IA 51570
(41.515195, -95.450459)",10/01/2016
2106,Hillstreet News and Tobacco,A,2217 College,Cedar Falls,IA,50613,"2217 College
Cedar Falls, IA 50613
(42.517182, -92.455796)",10/01/2016
2113,Jamboree Foods,A,1119 Market St. Box 71,Gowrie,IA,50543,"1119 Market St. Box 71
Gowrie, IA 50543
(42.28057, -94.289457)",10/01/2016
2130,Sycamore Convenience,A,617 Sycamore,Waterloo,IA,50703,"617 Sycamore
Waterloo, IA 50703
(42.497804, -92.33528)",10/01/2016
2152,Dugans Supermarket,I,202 4th North,Rockwell,IA,50469,"202 4th North
Rockwell, IA 50469
(42.986351, -93.188172)",10/01/2016
2178,"""Double """"D"""" Liquor Store""",A,618 Rossville Road,Waukon,IA,52172,"618 Rossville Road
Waukon, IA 52172
(43.262069, -91.473622)",10/01/2016
2190,"Central City Liquor, Inc.",A,1460 2ND AVE,Des Moines,IA,50314,"1460 2ND AVE
Des Moines, IA 50314
(41.60566, -93.619787)",10/01/2016
2191,Keokuk Spirits,A,1013 Main,Keokuk,IA,52632,"1013 Main
Keokuk, IA 52632
(40.399961, -91.387717)",10/01/2016
2200,Sac Liquor Store,A,619 E Main St,Sac City,IA,50583,"619 E Main St
Sac City, IA 50583
(42.421341, -94.974011)",10/01/2016
2205,Ding's Honk And Holler,I,900 E Washington,Clarinda,IA,51632,"900 E Washington
Clarinda, IA 51632
(40.739231, -95.027239)",10/01/2016
2228,Rodgers Spirits and More,A,53 Green St,Winterset,IA,50273,"53 Green St
Winterset, IA 50273
(41.336407, -94.012459)",10/01/2016
2233,Forbes Liquor Locker / remi,A,2508 Enterprise Ave,Spirit Lake,IA,51360,"2508 Enterprise Ave
Spirit Lake, IA 51360
(43.416461, -95.126785)",10/01/2016
2238,Adventureland Inn,A,3200 Adventureland Dr,Altoona,IA,50009,"3200 Adventureland Dr
Altoona, IA 50009
(41.658515, -93.499151)",10/01/2016
2248,Ingersoll Liquor and Beverage,A,3500 Ingersoll Ave,Des Moines,IA,50312,"3500 Ingersoll Ave
Des Moines, IA 50312
(41.586319, -93.664182)",10/01/2016
2285,John's Grocery,A,401 East Market St,Iowa City,IA,52240,"401 East Market St
Iowa City, IA 52240
(41.663541, -91.529854)",10/01/2016
2290,Al's Liquors Unlimited,A,215 West Milwaukee,Storm Lake,IA,50588,"215 West Milwaukee
Storm Lake, IA 50588
(42.647492, -95.202405)",10/01/2016
2327,West Side Spirits,A,801 Hull St,Corning,IA,50841,"801 Hull St
Corning, IA 50841
(40.989239, -94.742993)",10/01/2016
2353,Cresco Liquor Store,I,708 2nd Ave SE,Cresco,IA,52136,"708 2nd Ave SE
Cresco, IA 52136
(43.371131, -92.106529)",10/01/2016
2367,Spencer's Grocery,I,101 South Burnett,Shenandoah,IA,51601,"101 South Burnett
Shenandoah, IA 51601
(40.765459, -95.381936)",10/01/2016
2413,Beecher Beverage,A,1691 Asbury Road,Dubuque,IA,52001,"1691 Asbury Road
Dubuque, IA 52001
(42.500817, -90.696908)",10/01/2016
2422,Marriott Corp.,A,700 Grand Avenue,Des Moines,IA,50309,"700 Grand Avenue
Des Moines, IA 50309
(41.587503, -93.626508)",10/01/2016
2445,Ruback's Food Center,A,504 South Highway,Oakland,IA,51560,"504 South Highway
Oakland, IA 51560
(41.301436, -95.402224)",10/01/2016
2448,Bottle Boutique,A,705 E. SECOND,Indianola,IA,50125,"705 E. SECOND
Indianola, IA 50125
(41.358176, -93.552614)",10/01/2016
2459,Reinhart Foods,A,200 State Po Box 98,Guthrie Center,IA,50115,"200 State Po Box 98
Guthrie Center, IA 50115
(41.680134, -94.505404)",10/01/2016
2460,"Liquor Barn, Inc.",A,721 Central Avenue West,Hampton,IA,50441,"721 Central Avenue West
Hampton, IA 50441
(42.741728, -93.21693)",10/01/2016
2465,Sid's Beverage Shop,A,2727 Dodge St,Dubuque,IA,52003,"2727 Dodge St
Dubuque, IA 52003
(42.4918, -90.704724)",10/01/2016
2475,"Private Cellar, Inc.",A,206 2nd Ave NE,West Bend,IA,50597,"206 2nd Ave NE
West Bend, IA 50597
(42.96298, -94.443)",10/01/2016
2478,Prairie Meadows,A,One Prairie Meadows Drive,Altoona,IA,50009,"One Prairie Meadows Drive
Altoona, IA 50009
",10/01/2016
2487,Anamosa Family Foods,I,402 East Main,Anamosa,IA,52205,"402 East Main
Anamosa, IA 52205
(42.108275, -91.281344)",10/01/2016
2498,Charley's Quik Shop,A,910 Main St,Arlington,IA,50606,"910 Main St
Arlington, IA 50606
(42.751114, -91.674871)",10/01/2016
2500,Hy-Vee Food Store #1 / Ames,A,3800 W Lincoln Way,Ames,IA,50010,"3800 W Lincoln Way
Ames, IA 50010
(42.022832, -93.669899)",10/01/2016
2501,Hy-Vee  #2 / Ames,A,640 Lincolnway,Ames,IA,50010,"640 Lincolnway
Ames, IA 50010
(42.022848, -93.619455)",10/01/2016
2502,Hy-Vee Wine and Spirits / Ankeny,A,410 North Ankeny Blvd,Ankeny,IA,50021,"410 North Ankeny Blvd
Ankeny, IA 50021
(41.734644, -93.600406)",10/01/2016
2505,Hy-Vee Wine and Spirits / Boone,A,1111  8TH ST,Boone,IA,50036,"1111 8TH ST
Boone, IA 50036
(42.063831, -93.876107)",10/01/2016
2506,Hy-Vee #1044 / Burlington,A,3140 Agency,Burlington,IA,52601,"3140 Agency
Burlington, IA 52601
(40.814659, -91.136617)",10/01/2016
2507,Hy-Vee Food Store #1 / Burlington,A,939 Angular,Burlington,IA,52601,"939 Angular
Burlington, IA 52601
(40.801908, -91.110637)",10/01/2016
2508,Hy-Vee Food Store #1 / Cedar Rapids,A,"1843 Johnson Avenue, N.W.",Cedar Rapids,IA,52405,"1843 Johnson Avenue, N.W.
Cedar Rapids, IA 52405
(41.97447, -91.697941)",10/01/2016
2509,Hy-Vee / Drugtown #1 / Cedar Rapids,A,1520 6th St SW,Cedar Rapids,IA,52404,"1520 6th St SW
Cedar Rapids, IA 52404
(41.96233, -91.677063)",10/01/2016
2512,Hy-Vee Wine and Spirits / Iowa City,A,1720 Waterfront Dr,Iowa City,IA,52240,"1720 Waterfront Dr
Iowa City, IA 52240
(41.64272, -91.530436)",10/01/2016
2513,Hy-Vee Food Store #2 / Iowa City,A,812  S 1st Ave,Iowa City,IA,52240,"812 S 1st Ave
Iowa City, IA 52240
(41.650954, -91.501984)",10/01/2016
2514,Hy-Vee Drugstore / Marion,A,2790 7th Avenue,Marion,IA,50129,"2790 7th Avenue
Marion, IA 50129
(42.033239, -91.582279)",10/01/2016
2515,Hy-Vee Food Store #1 / Mason City,A,2400 4th St SW,Mason City,IA,50401,"2400 4th St SW
Mason City, IA 50401
(43.148451, -93.235587)",10/01/2016
2517,Hy-Vee Food Store #1 / Newton,A,1501 First Avenue East,Newton,IA,50208,"1501 First Avenue East
Newton, IA 50208
(41.699157, -93.033284)",10/01/2016
2518,Hy-Vee Wine and Spirits / Red Oak,A,1607 North Broadway,Red Oak,IA,51566,"1607 North Broadway
Red Oak, IA 51566
(41.019275, -95.232783)",10/01/2016
2521,Hy-Vee Food and Drug / Grand / WDM,A,1990 Grand Avenue,West Des Moines,IA,50265,"1990 Grand Avenue
West Des Moines, IA 50265
(41.571127, -93.73162)",10/01/2016
2522,Hy-Vee Wine and Spirits / Spirit Lake,A,Hwy 9 & 71,Spirit Lake,IA,51360,"Hwy 9 &amp; 71
Spirit Lake, IA 51360
",10/01/2016
2523,Hy-Vee Food Store / Centerville,A,414 N 18th St,Centerville,IA,52544,"414 N 18th St
Centerville, IA 52544
(40.735639, -92.86795)",10/01/2016
2524,Hy-Vee Food Store / Dubuque,A,3500 Dodge St,Dubuque,IA,52001,"3500 Dodge St
Dubuque, IA 52001
(42.491944, -90.720589)",10/01/2016
2527,Hy-Vee Food Store #5 / Des Moines,A,1107 SE Army Post Rd,Des Moines,IA,50315,"1107 SE Army Post Rd
Des Moines, IA 50315
(41.526289, -93.602371)",10/01/2016
2528,Hy-Vee Food Store #3 / Des Moines,A,3221 SE 14th St,Des Moines,IA,50315,"3221 SE 14th St
Des Moines, IA 50315
(41.554101, -93.596754)",10/01/2016
2529,Hy-Vee Drugstore #4 / Cedar Rapids,A,4825 Johnson Ave NW,Cedar Rapids,IA,52405,"4825 Johnson Ave NW
Cedar Rapids, IA 52405
(41.968394, -91.733235)",10/01/2016
2532,Hy-Vee Food Store #2 / Des Moines,A,2540 E Euclid,Des Moines,IA,50317,"2540 E Euclid
Des Moines, IA 50317
(41.627838, -93.569452)",10/01/2016
2535,Hy-Vee Food Store #1 / WDM,A,1700 Valley West Dr,West Des Moines,IA,50265,"1700 Valley West Dr
West Des Moines, IA 50265
(41.597749, -93.751985)",10/01/2016
2536,HY-VEE / PLEASANT HILL,A,4815 Maple Drive,Pleasant Hill,IA,50317,"4815 Maple Drive
Pleasant Hill, IA 50317
(41.598112, -93.51923)",10/01/2016
2538,Hy-Vee Food Store #3 / Waterloo,A,1422 Flammang Dr,Waterloo,IA,50702,"1422 Flammang Dr
Waterloo, IA 50702
(42.459938, -92.327917)",10/01/2016
2539,Hy-Vee Food Store / iowa Falls,A,Highway 65 South,Iowa Falls,IA,50126,"Highway 65 South
Iowa Falls, IA 50126
",10/01/2016
2543,Hy-Vee Food Store #1 / Ottumwa,A,1025 North Quincy Ave,Ottuwma,IA,52501,"1025 North Quincy Ave
Ottuwma, IA 52501
(41.015624, -92.438466)",10/01/2016
2544,Hy-Vee Food Store / Marshalltown,A,802 South Center,Marshalltown,IA,50158,"802 South Center
Marshalltown, IA 50158
(42.039049, -92.912859)",10/01/2016
2545,Hy-Vee Drugstore / Iowa City,A,310 N 1st St,Iowa City,IA,52245,"310 N 1st St
Iowa City, IA 52245
(41.665901, -91.502069)",10/01/2016
2548,Hy-Vee Food Store / Altoona,A,100 8th Street SW,Altoona,IA,50009,"100 8th Street SW
Altoona, IA 50009
(41.644041, -93.465301)",10/01/2016
2549,Hy-Vee Food Store / Indianola,A,910 N Jefferson,Indianola,IA,50125,"910 N Jefferson
Indianola, IA 50125
(41.368369, -93.558428)",10/01/2016
2550,Hy-Vee Food Store / Osceola,A,510 West Mclane,Osceola,IA,50213,"510 West Mclane
Osceola, IA 50213
(41.030564, -93.773424)",10/01/2016
2551,Hy-Vee Food Store / Chariton,A,2001 West Court,Chariton,IA,50049,"2001 West Court
Chariton, IA 50049
(41.014572, -93.323511)",10/01/2016
2552,Hy-Vee Food Store #3 / Cedar Rapids,A,20 Wilson Avenue West,Cedar Rapids,IA,52404,"20 Wilson Avenue West
Cedar Rapids, IA 52404
(41.955859, -91.658577)",10/01/2016
2553,Hy-Vee Food Store / Creston,A,600 Sheldon,Creston,IA,50801,"600 Sheldon
Creston, IA 50801
(41.051313, -94.372767)",10/01/2016
2554,Hy-Vee Food Store / Davenport,A,3019 Rockingham Road,Davenport,IA,52802,"3019 Rockingham Road
Davenport, IA 52802
(41.510613, -90.62056)",10/01/2016
2555,Hy-Vee Food Store / Keokuk,A,3111 Main,Keokuk,IA,52632,"3111 Main
Keokuk, IA 52632
(40.415171, -91.403539)",10/01/2016
2556,Hy-Vee Wine and Spirits / Estherville,A,2608 E. Central Avenue,Estherville,IA,51334,"2608 E. Central Avenue
Estherville, IA 51334
",10/01/2016
2558,Hy-Vee Food Store / Mount Pleasant,A,1700 E Washington,Mount Pleasant,IA,52641,"1700 E Washington
Mount Pleasant, IA 52641
(40.962365, -91.528983)",10/01/2016
2559,Hy-Vee Food Store / Albia,A,301 Hwy. 34 West,Albia,IA,52531,"301 Hwy. 34 West
Albia, IA 52531
(41.015468, -92.810548)",10/01/2016
2560,Hy-Vee Food Store / Marion,A,3600 Business Hwy 151 East,Marion,IA,52302,"3600 Business Hwy 151 East
Marion, IA 52302
",10/01/2016
2561,Hy-Vee Food Store / Fleur / DSM,A,4605 Fleur Drive,Des Moines,IA,50321,"4605 Fleur Drive
Des Moines, IA 50321
(41.542748, -93.644943)",10/01/2016
2562,Hy-Vee Food Store / Fort Dodge,A,115 South 29th St,Fort Dodge,IA,50501,"115 South 29th St
Fort Dodge, IA 50501
(42.504742, -94.158247)",10/01/2016
2564,Hy-Vee Food Store #4 / Waterloo,A,4000 University,Waterloo,IA,50701,"4000 University
Waterloo, IA 50701
(42.505197, -92.403843)",10/01/2016
2565,Hy-Vee Food Store / Spencer,A,819 N Grand Ave,Spencer,IA,51301,"819 N Grand Ave
Spencer, IA 51301
(43.145897, -95.14506)",10/01/2016
2566,Hy-Vee Food Store / Knoxville,A,813 N Lincoln Ste 1,Knoxville,IA,50138,"813 N Lincoln Ste 1
Knoxville, IA 50138
(41.32788, -93.109519)",10/01/2016
2567,Hy-Vee Drugstore / Davenport,A,2200 West Kimberly,Davenport,IA,52806,"2200 West Kimberly
Davenport, IA 52806
(41.560663, -90.608201)",10/01/2016
2568,Hy-Vee Food Store #4 / Cedar Rapids,A,1556 First Avenue NE,Cedar Rapids,IA,52402,"1556 First Avenue NE
Cedar Rapids, IA 52402
(41.98888, -91.650913)",10/01/2016
2569,Hy-Vee Food Store #2 / Cedar Rapids,A,279 Collins Road NE,Cedar Rapids,IA,52402,"279 Collins Road NE
Cedar Rapids, IA 52402
(42.027806, -91.630739)",10/01/2016
2571,Hy-Vee Food Store #2 / Waterloo,A,2181 Logan Ave,Waterloo,IA,50703,"2181 Logan Ave
Waterloo, IA 50703
(42.530476, -92.337583)",10/01/2016
2572,Hy-Vee Food Store / Cedar Falls,A,6301 University,Cedar Falls,IA,50613,"6301 University
Cedar Falls, IA 50613
(42.512773, -92.433485)",10/01/2016
2573,Hy-Vee Food Store / Muscatine,A,2400 2nd Ave,Muscatine,IA,52761,"2400 2nd Ave
Muscatine, IA 52761
(41.45135, -91.035137)",10/01/2016
2575,Hy-Vee Food Store #1 / Waterloo,A,2834 Ansborough Ave,Waterloo,IA,50702,"2834 Ansborough Ave
Waterloo, IA 50702
(42.471767, -92.376624)",10/01/2016
2576,Hy-Vee Wine and Spirits / Storm Lake,A,1250 N Lake St,Storm Lake,IA,50588,"1250 N Lake St
Storm Lake, IA 50588
(42.653184, -95.200758)",10/01/2016
2578,Hy-Vee / Charles City,A,901 Kelly St,Charles City,IA,50616,"901 Kelly St
Charles City, IA 50616
(43.066932, -92.675436)",10/01/2016
2579,Hy-Vee Food Store / Grinnell,A,320 West Street South,Grinnell,IA,50112,"320 West Street South
Grinnell, IA 50112
(41.7283, -92.727343)",10/01/2016
2582,Hy-Vee #2 Food Store / Mason City,A,551 S Illinois Ave,Mason City,IA,50401,"551 S Illinois Ave
Mason City, IA 50401
(43.146805, -93.17113)",10/01/2016
2584,Hy-Vee Food Store / Fort Madison,A,2606 Avenue L,Fort Madison,IA,52627,"2606 Avenue L
Fort Madison, IA 52627
(40.626988, -91.343544)",10/01/2016
2585,Hy-Vee Wine and Spirits / Algona,A,1516 Highway 169 North,Algona,IA,50511,"1516 Highway 169 North
Algona, IA 50511
(43.081288, -94.236003)",10/01/2016
2587,Hy-Vee Food Store / Johnston,A,5750 Merle Hay Road,Johnston,IA,50131,"5750 Merle Hay Road
Johnston, IA 50131
(41.664692, -93.697737)",10/01/2016
2588,Hy-Vee Food and Drug #6 / Cedar Rapids,A,4035 Mt. Vernon Road S.E.,Cedar Rapids,IA,52403,"4035 Mt. Vernon Road S.E.
Cedar Rapids, IA 52403
(41.976835, -91.60978)",10/01/2016
2590,Hy-Vee Food Store #5 / Cedar Rapids,A,3235 Oakland Road NE,Cedar Rapids,IA,52402,"3235 Oakland Road NE
Cedar Rapids, IA 52402
(42.01081, -91.658175)",10/01/2016
2591,Hy-Vee Wine and Spirits / Atlantic,A,1602 E. 7th St.,Atlantic,IA,50022,"1602 E. 7th St.
Atlantic, IA 50022
(41.403856, -94.990183)",10/01/2016
2592,Hy-Vee Drugstore / Marshalltown,A,1712 S Center  St,Marshalltown,IA,50158,"1712 S Center St
Marshalltown, IA 50158
(42.027531, -92.912505)",10/01/2016
2593,Hy-Vee Food Store / Carroll,A,905 US Highway 30 West,Carroll,IA,51401,"905 US Highway 30 West
Carroll, IA 51401
(42.064155, -94.853591)",10/01/2016
2594,Hy-Vee Food Store / Sioux City,A,4500 Sergeant Road,Sioux City,IA,51106,"4500 Sergeant Road
Sioux City, IA 51106
(42.447471, -96.347261)",10/01/2016
2595,Hy-Vee Wine and Spirits / Denison,A,"1620  4th Ave, South",Denison,IA,51442,"1620 4th Ave, South
Denison, IA 51442
(42.012395, -95.348601)",10/01/2016
2596,Hy-Vee / Regal Liquors and Video,A,2453 North Court,Ottumwa,IA,52501,"2453 North Court
Ottumwa, IA 52501
(41.049849, -92.408084)",10/01/2016
2597,Hy-Vee Food Store / Cherokee,A,1300 N. Second,Cherokee,IA,51012,"1300 N. Second
Cherokee, IA 51012
(42.765201, -95.55257)",10/01/2016
2599,Hy-Vee Wine and Spirits / Coralville,I,1914 8th Street,Coralville,IA,52241,"1914 8th Street
Coralville, IA 52241
(41.682013, -91.590715)",10/01/2016
2600,Hy-Vee Food Store / Oskaloosa,A,110  S  D  St,Oskaloosa,IA,52577,"110 S D St
Oskaloosa, IA 52577
(41.294496, -92.649777)",10/01/2016
2601,Hy-Vee Food Store / Fairfield,A,1300 West Burlington Ave,Fairfield,IA,52556,"1300 West Burlington Ave
Fairfield, IA 52556
(41.006456, -91.978702)",10/01/2016
2602,Hy-Vee Food Store / Webster City,A,823  2nd St,Webster City,IA,50595,"823 2nd St
Webster City, IA 50595
(42.469466, -93.825486)",10/01/2016
2603,Hy-Vee Wine and Spirits / Bettendorf,A,2890 Devils Glen Road,Bettendorf,IA,52722,"2890 Devils Glen Road
Bettendorf, IA 52722
(41.552338, -90.483701)",10/01/2016
2604,Hy-Vee Wine and Spirits / Lemars,A,1201 12th Ave SW,Lemars,IA,51031,"1201 12th Ave SW
Lemars, IA 51031
(42.778257, -96.18335)",10/01/2016
2605,Hy-Vee Drugstore #5 / Cedar Rapids,A,2001 Blairs Ferry Road NE,Cedar Rapids,IA,52402,"2001 Blairs Ferry Road NE
Cedar Rapids, IA 52402
(42.034799, -91.668909)",10/01/2016
2606,Hy-Vee Wine and Spirits / Humboldt,A,1011  13th St North,Humboldt,IA,50548,"1011 13th St North
Humboldt, IA 50548
(42.733221, -94.227116)",10/01/2016
2607,Hy-Vee Wine and Spirits / Shenandoah,A,520 So Fremont,Shenandoah,IA,51601,"520 So Fremont
Shenandoah, IA 51601
(40.760911, -95.385106)",10/01/2016
2609,Hy-Vee Drugstore #2 / Ames,A,500 Main St,Ames,IA,50010,"500 Main St
Ames, IA 50010
(42.025042, -93.618247)",10/01/2016
2611,Hy-Vee Drugstore / Ottumwa,A,1140 North Jefferson St,Ottumwa,IA,52501,"1140 North Jefferson St
Ottumwa, IA 52501
(41.026754, -92.401538)",10/01/2016
2612,Hy-Vee Store / Perry,A,1215  141 St,Perry,IA,50220,"1215 141 St
Perry, IA 50220
(41.830299, -94.104404)",10/01/2016
2613,Hy-Vee Food Store #1 / Council Bluffs,A,2323 W Broadway,Council Bluffs,IA,51501,"2323 W Broadway
Council Bluffs, IA 51501
(41.261925, -95.879662)",10/01/2016
2614,Hy-Vee #3 Food and Drugstore,A,1823 E Kimberly Rd,Davenport,IA,52807,"1823 E Kimberly Rd
Davenport, IA 52807
(41.556781, -90.548919)",10/01/2016
2616,Hy-Vee Food and Drug / Clinton,A,901 South 4th St,Clinton,IA,52732,"901 South 4th St
Clinton, IA 52732
(41.83619, -90.193203)",10/01/2016
2618,Hy-Vee Drugstore #6 / Cedar Rapids,A,505 Boyson Rd NE,Cedar Rapids,IA,52402,"505 Boyson Rd NE
Cedar Rapids, IA 52402
(42.04671, -91.63913)",10/01/2016
2619,Hy-Vee Wine and Spirits / WDM,A,1725  74th St,West Des Moines,IA,50266,"1725 74th St
West Des Moines, IA 50266
(41.598515, -93.808855)",10/01/2016
2620,Hy-Vee / Windsor Heights,A,7101 University Ave,Windsor Heights,IA,50311,"7101 University Ave
Windsor Heights, IA 50311
(41.600375, -93.715116)",10/01/2016
2621,Hy-Vee Food Store #3 / Sioux City,A,3301 Gordon Dr,Sioux City,IA,51105,"3301 Gordon Dr
Sioux City, IA 51105
(42.487752, -96.364108)",10/01/2016
2622,Hy-Vee Food Store / Iowa City,A,1125 N Dodge St,Iowa City,IA,52240,"1125 N Dodge St
Iowa City, IA 52240
(41.676203, -91.518536)",10/01/2016
2623,Hy-Vee Food Store #4 / Sioux City,A,2827 Hamilton Blvd,Sioux City,IA,51104,"2827 Hamilton Blvd
Sioux City, IA 51104
(42.519886, -96.417783)",10/01/2016
2624,Hy-Vee #2 / Dubuque,A,2395 NW Arterial Rd,Dubuque,IA,52002,"2395 NW Arterial Rd
Dubuque, IA 52002
(42.516633, -90.741064)",10/01/2016
2625,Hy-Vee Wine and Spirits #2,A,3301 W Kimberly Rd,Davenport,IA,52804,"3301 W Kimberly Rd
Davenport, IA 52804
(41.558023, -90.624411)",10/01/2016
2626,Hy-Vee Drugstore / University / DSM,A,4100 University Ave,Des Moines,IA,50311,"4100 University Ave
Des Moines, IA 50311
(41.600361, -93.673223)",10/01/2016
2627,Hy-Vee Wine and Spirits #1,A,3424 Martin Luther King Jr Pkw,Des Moines,IA,50310,"3424 Martin Luther King Jr Pkw
Des Moines, IA 50310
(41.626402, -93.651112)",10/01/2016
2628,Hy-Vee Food Store / Eldora,A,1616 Edgington,Eldora,IA,50627,"1616 Edgington
Eldora, IA 50627
(42.360631, -93.103764)",10/01/2016
2629,Hy-Vee Food Store #2 / Council Bluffs,A,1745 Madison Ave,Council Bluffs,IA,51503,"1745 Madison Ave
Council Bluffs, IA 51503
(41.242732, -95.825137)",10/01/2016
2630,Hy-Vee Drugstore #2 / WDM,A,1010  60th St,West Des Moines,IA,50266,"1010 60th St
West Des Moines, IA 50266
(41.584979, -93.790534)",10/01/2016
2633,Hy-Vee #3 / BDI / Des Moines,A,3221 SE 14th St,Des Moines,IA,50320,"3221 SE 14th St
Des Moines, IA 50320
(41.554101, -93.596754)",10/01/2016
2635,Hy-Vee #4 / Davenport,A,4064 E 53rd St,Davenport,IA,52807,"4064 E 53rd St
Davenport, IA 52807
(41.574973, -90.513769)",10/01/2016
2636,Hy-Vee Wine and Spirits / Hubbell,A,2310 Hubbell Ave,Des Moines,IA,50317,"2310 Hubbell Ave
Des Moines, IA 50317
(41.604245, -93.573912)",10/01/2016
2637,Hy-Vee #5 / Davenport,A,2351 W Locust,Davenport,IA,52804,"2351 W Locust
Davenport, IA 52804
(41.538207, -90.611972)",10/01/2016
2641,Hy-Vee Drugstore / Council Bluffs,A,757 W BROADWAY,Council Bluffs,IA,51501,"757 W BROADWAY
Council Bluffs, IA 51501
(41.261673, -95.855054)",10/01/2016
2642,Hy-Vee Wine and Spirits / Pella,A,512 E Oskaloosa,Pella,IA,50219,"512 E Oskaloosa
Pella, IA 50219
(41.396961, -92.899282)",10/01/2016
2643,Hy-Vee Wine and Spirits / Waterloo,A,2126 Kimball Ave,Waterloo,IA,50701,"2126 Kimball Ave
Waterloo, IA 50701
(42.470369, -92.356943)",10/01/2016
2644,Hy-Vee Fort Dodge Wine and Spirits,A,1511 2nd Ave North,Fort Dodge,IA,50501,"1511 2nd Ave North
Fort Dodge, IA 50501
(42.508352, -94.17692)",10/01/2016
2647,Hy-Vee #7 / Cedar Rapids,A,5050 Edgewood Rd,Cedar Rapids,IA,52411,"5050 Edgewood Rd
Cedar Rapids, IA 52411
(42.030457, -91.701432)",10/01/2016
2648,Hy-Vee #4 / Wdm,A,555 S 51st St,West Des Moines,IA,50265,"555 S 51st St
West Des Moines, IA 50265
(41.561219, -93.773583)",10/01/2016
2649,Hy-Vee #3 / Dubuque,A,400 Locust St,Dubuque,IA,52001,"400 Locust St
Dubuque, IA 52001
(42.497219, -90.666497)",10/01/2016
2650,Hy-Vee Wine and Spirits / Harlan,A,1808 23rd St,Harlan,IA,51537,"1808 23rd St
Harlan, IA 51537
(41.65063, -95.339879)",10/01/2016
2651,Hy-Vee / Waverly,A,1311 4 Street SW,Waverly,IA,50677,"1311 4 Street SW
Waverly, IA 50677
(42.712263, -92.475403)",10/01/2016
2652,Hy-Vee DrugStore / Mason City,A,875  4th St SW,Mason City,IA,50401,"875 4th St SW
Mason City, IA 50401
(43.148257, -93.213856)",10/01/2016
2653,Hy-Vee Wine and Spirits / Washington,A,1004 W Madison St,Washington,IA,52353,"1004 W Madison St
Washington, IA 52353
(41.296576, -91.704551)",10/01/2016
2655,Hy-Vee Food Store / Clarinda,A,1200 S 16TH ST,Clarinda,IA,51632,"1200 S 16TH ST
Clarinda, IA 51632
(40.726839, -95.037848)",10/01/2016
2656,Hy-Vee Food Store / Corning,A,300  10th St,Corning,IA,51632,"300 10th St
Corning, IA 51632
(40.991951, -94.743093)",10/01/2016
2657,Hy-Vee Food Store / Bedford,A,1604 Bent,Bedford,IA,50833,"1604 Bent
Bedford, IA 50833
(40.676171, -94.725578)",10/01/2016
2658,Hy-Vee Food Store / Mount Ayr,A,402 S Hayes St,Mount Ayr,IA,50854,"402 S Hayes St
Mount Ayr, IA 50854
(40.711775, -94.233185)",10/01/2016
2659,Hy-Vee Food Store / Corydon,I,303 E Jefferson St,Corydon,IA,50060,"303 E Jefferson St
Corydon, IA 50060
(40.757154, -93.315748)",10/01/2016
2660,HY-VEE FOOD STORE / SIOUX CENTER,A,1951 S Main Ave,Sioux Center,IA,51250,"1951 S Main Ave
Sioux Center, IA 51250
(43.056471, -96.175695)",10/01/2016
2661,Hy-Vee Food Store / Sheldon,A,1989 Park St,Sheldon,IA,51201,"1989 Park St
Sheldon, IA 51201
(43.186038, -95.831721)",10/01/2016
2662,Hy-Vee Wine & Spirits / Muscatine,A,"522 Mulberry, Suite A",Muscatine,IA,52761,"522 Mulberry, Suite A
Muscatine, IA 52761
(41.426658, -91.044413)",10/01/2016
2663,Hy-Vee / Urbandale,A,8701 Douglas,Urbandale,IA,50322,"8701 Douglas
Urbandale, IA 50322
(41.629364, -93.739105)",10/01/2016
2665,Hy-Vee / Waukee,A,1005 E Hickman Rd,Waukee,IA,50263,"1005 E Hickman Rd
Waukee, IA 50263
(41.615059, -93.854477)",10/01/2016
2666,Hy-Vee #2 / Ankeny,A,2510 SW State St,Ankeny,IA,50023,"2510 SW State St
Ankeny, IA 50023
(41.704094, -93.62159)",10/01/2016
2667,Hy-Vee Mainstreet,A,2611 Pierce St,Sioux City,IA,51104,"2611 Pierce St
Sioux City, IA 51104
(42.517651, -96.405172)",10/01/2016
2668,Hy-Vee Food Store / Leon,A,1004 W 1st St,Leon,IA,50144,"1004 W 1st St
Leon, IA 50144
(40.739645, -93.757827)",10/01/2016
2669,Hy-Vee / Corydon,A,"103, E Jackson St",Corydon,IA,50060,"103, E Jackson St
Corydon, IA 50060
(40.75842, -93.318046)",10/01/2016
2670,Hy-Vee Food Store / Coralville,A,2004 8th  St,Coralville,IA,52241,"2004 8th St
Coralville, IA 52241
(41.682337, -91.591868)",10/01/2016
2671,Hy-Vee  /  Jefferson,A,"106, W Washington St",Jefferson,IA,50129,"106, W Washington St
Jefferson, IA 50129
(42.017269, -94.374804)",10/01/2016
2672,Hy-Vee / Winterset,A,923 N  1st St,Winterset,IA,50273,"923 N 1st St
Winterset, IA 50273
(41.342665, -94.013482)",10/01/2016
2806,Osco #881 / Clinton,A,1307 N Second,Clinton,IA,52732,"1307 N Second
Clinton, IA 52732
(41.858988, -90.184778)",10/01/2016
