,location,company,summary,jkid,title,salary,stars,reviews,post_date,pull_date,search_city
20,"Portland, OR",CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours. Perhaps you will work on iOS or Android, Cloud Computing or...",1575cf3f2c4e8dc0,Software Development Internship- Portland,,41.4,74,13 days,2016-10-18 00:10:23.171675,Portland
21,"Portland, OR","Apex Companies, LLC","Complete basic data quality review for laboratory data. You work hard to exceed client expectations for quality and cost-effectiveness, and you coordinate...",1bd60a48fb86d93b,Environmental Scientist - Data Manager,,41.4,14,27 days,2016-10-18 00:10:23.171675,Portland
22,"Portland, OR 97239 (Homestead area)",AbSci,"Your job is to help manage our space to ensure that AbSci hums along like a well-oiled machine, and ensure that our scientists can focus on what they do best....",c0bfa2bce7dc8e5b,Startup Office Manager,,,,21 hours,2016-10-18 00:10:23.171675,Portland
23,"Portland, OR",Cambia Health,"Through bold thinking and innovative technology, we are delivering solutions that make quality health care more available, affordable and personally relevant...",22b01c77e299d809,Provider Analytics Manager I-IV (DOE),,52.199997,12,30+ days,2016-10-18 00:10:23.171675,Portland
24,"Portland, OR",CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",5e9ce250f1fd72e5,Client Technical Analyst-Voip / Internet Protocol Telephony,,41.4,74,10 days,2016-10-18 00:10:23.171675,Portland
25,"Portland, OR",comScore,"Senior Director, Data Scientist. Ability to own project management tasks including planning and organizing of project schedules and coordinating necessary tasks...",26e9a596f7f200a1,"Quality Control, Technical Writer",,42.6,30,30+ days,2016-10-18 00:10:23.171675,Portland
26,"Portland, OR 97209 (Pearl District area)",Carfit,Work with data scientists to support offline & real time signal analysis and machine learning. Define data pipelines....,83d9104b00b1d28a,Backend Developer,,,,30+ days,2016-10-18 00:10:23.171675,Portland
27,"Portland, OR 97213 (Roseway area)",Cascade Insights,Craft brilliant and intriguing email outreach to get everyone from data scientists to C-Levels to participate in our studies....,31cddcb6d9ddd878,Prospector,"$45,000 a year",,,30+ days,2016-10-18 00:10:23.171675,Portland
28,"Portland, OR",Marketo,Build upon our new data infrastructure to enable more engineers and data scientist to quickly build new applications....,51ebcfe944f4d243,Software Engineer,,40.8,8,7 days,2016-10-18 00:10:23.171675,Portland
29,"Portland, OR",CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",f18d9c9c8617b3e9,Client Technical Analyst I - Network Support,,41.4,74,11 days,2016-10-18 00:10:23.171675,Portland
30,"Vancouver, WA",DiscoverOrg,"Verify entered data by reviewing, deleting, or modifying data. Ensure accurate entry of data into a proprietary web-based portal....",a04740b9b727cd00,Corporate Research Analyst - 2:00PM Start Time,,42.0,4,30+ days,2016-10-18 00:10:23.171675,Portland
31,"Portland, OR",Oregon Health & Science University,"Working closely with Data Scientists Big Data Solutions Architect, the Big Data Engineer , Researchers and other key stakeholders , the incumbent will evaluate,...",746e1f35fe739b53,Research BI and Big Data Manager,,51.6,111,30+ days,2016-10-18 00:10:23.171675,Portland
32,"Vancouver, WA 98662","Renaissance Learning, Inc.","Data, science, data scientist, scientist, research, data mining, pandas, statistics, machine learning, probabilistic models, online learning, algorithms,...",a444bdb79a55f6d4,"Research Scientist, Learning Science",,53.4,13,30+ days,2016-10-18 00:10:23.171675,Portland
33,"Portland, OR",CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",31b4d7d810c0a50f,Learning Experience Designer II,,41.4,74,5 days,2016-10-18 00:10:23.171675,Portland
34,"Portland, OR",CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",24cd53e2bc5252a4,Sr Network Analyst - 6621,,41.4,74,24 days,2016-10-18 00:10:23.171675,Portland
35,"Portland, OR 97204 (Downtown area)",HDR,"Provide Project Managers with support in the local Quality Program by documenting the performance of Management and QC Reviews, generating and updating the...",b5ccd7ac41c8b056,Project Coordinator,,51.0,122,10 hours,2016-10-18 00:10:23.171675,Portland
36,"Portland, OR",Umpqua Bank,"Experience with analytics software (SAS, R, SPSS, Matlab, Excel VBA, SQL), relational databases and/or ‘Big Data’ technologies....",976aa09e5f04d674,Senior Model Risk Analyst - Portland,,43.8,88,21 days,2016-10-18 00:10:23.171675,Portland
37,"Portland, OR",Marketo,Build upon our new data infrastructure to enable more engineers and data scientist to quickly build new applications....,5e1c4a05f8758d3f,Staff Software Engineer,,40.8,8,7 days,2016-10-18 00:10:23.171675,Portland
38,"Portland, OR 97204 (Downtown area)",Mainz Brady Group,Build on new data infrastructure to enable more engineers and data scientists. Please send your resume to Brianne at resumes@mbg.com. Are you available?...,176abadc60197ad0,Hadoop Engineer,,42.6,7,3 days,2016-10-18 00:10:23.171675,Portland
39,"Clackamas, OR",Agrinos,Minimum of 5 years relevant industrial experience with a Bachelor’s degree in biochemical engineering or minimum of 2-5 years relevant industrial experience...,f5aff4caf858719c,Research Associate - Fermentation,,,,18 days,2016-10-18 00:10:23.171675,Portland
40,"Portland, OR",CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",01bf41f202b8a5c6,SR Software Engineer - 2244,,41.4,74,24 days,2016-10-18 00:10:23.171675,Portland
41,"Forest Grove, OR",Pacific University,"Experience with Tableau or other data visualization platform. Manage, maintain, develop, and document reporting and analysis systems and processes....",26b245adebb0edf7,Institutional Research and Assessment Analyst,,52.199997,17,30+ days,2016-10-18 00:10:23.171675,Portland
42,"Portland, OR 97223",Principal Financial Group,This position will be subject to SEC restrictions on personal political contributions. Ability to prioritize and effectively manage time is critical....,c96f75f2b3407f9e,Credit Research Analyst Morley Financial,,51.0,194,25 days,2016-10-18 00:10:23.171675,Portland
43,"Vancouver, WA",PeaceHealth,"PeaceHealth, based in Vancouver, WA, is a not-for-profit Catholic health system offering care to communities in Washington, Oregon, and Alaska....",343f95909563d3cb,MT or MLT - Southwest - 32 hours Job,,42.0,80,3 days,2016-10-18 00:10:23.171675,Portland
44,"Portland, OR",Cambia Health,"As part of our vision to transform health care, we are actively seeking an Assistant Director or Director of Technology to lead a cross-functional,...",a9eb06afaa3c4a73,"Assistant Director or Director of Technology, DOE",,52.199997,12,30+ days,2016-10-18 00:10:23.171675,Portland
45,"Portland, OR",Lab Support,Must be able to load and unload a commercial lyophilization machine. Promote scientific integrity in Our Client’s Research & Development....,dbcb52ae67416992,Research Associate I,,43.8,55,19 days,2016-10-18 00:10:23.171675,Portland
46,"Vancouver, WA",DiscoverOrg,"Verify entered data by reviewing, deleting, or modifying data. Ensure accurate entry of data into a proprietary web-based portal....",72c018a2a4a5758c,Corporate Research Analyst,,42.0,4,30+ days,2016-10-18 00:10:23.171675,Portland
47,"Portland, OR",State of Oregon,"Provide accurate and timely processing, comparison, and identification of evidence by qualitative, quantitative, microscopic, and any other scientific means...",d1630a53b975163a,Forensic Scientist - DNA - Portland,"$3,904 - $6,869 a month",51.0,130,30+ days,2016-10-18 00:10:23.171675,Portland
48,"Portland, OR",CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",c5115ad41c9cc6f3,SR Full Stack Software Engineer - 3682,,41.4,74,29 days,2016-10-18 00:10:23.171675,Portland
49,"Portland, OR 97240 (Hosford area)",Providence Health & Services,"The Director is tasked with collaborating with Institute scientists, clinical investigators and industry partners to help advance the field of Immuno-oncology...",8714e760179feff7,Laboratory Chief - Immunology Monitoring,,43.2,633,11 days,2016-10-18 00:10:23.171675,Portland
50,"Vancouver, WA",PeaceHealth,"PeaceHealth, based in Vancouver, WA, is a not-for-profit Catholic health system offering care to communities in Washington, Oregon, and Alaska....",4de02a7ca6e533cb,MLT or MT - 20 night hours Job,,42.0,80,16 days,2016-10-18 00:10:23.171675,Portland
51,"Hillsboro, OR",VWR,"Our dedicated team of more than 9,300 associates is focused on supporting scientists, medical professionals and production engineers to achieve their goals....",8161872287a72126,Garment Technician,,41.4,212,17 days,2016-10-18 00:10:23.171675,Portland
52,"Portland, OR 97240 (Hosford area)",Providence Health & Services,Providence Health & Services is the third largest not-for-profit health system in the United States. + 2 years of experience related to bioinformatics work in a...,a6e76bb388f17ea1,Bioinformatics Scientist 1,,43.2,633,30+ days,2016-10-18 00:10:23.171675,Portland
53,"Portland, OR 97209 (Pearl District area)",Carfit,Work with data scientists to support offline & real time signal analysis and machine learning. Experiences in applying machine learning in a production...,fddbf69f22b612f9,Chief Software Architect,,,,30+ days,2016-10-18 00:10:23.171675,Portland
54,"Portland, OR 97225 (West Slope area)",The Catlin Gabel School,Maintaining materials safety data sheets. It is our expectation that each employee will offer his/her services wherever and whenever necessary to ensure the...,21723f4a7e6149f2,Chemical Safety Officer/Lab Assistant,$15 an hour,,,12 days,2016-10-18 00:10:23.171675,Portland
55,"Portland, OR",CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",e85ad1f14fb8d019,"Director, Global Unified Communication",,41.4,74,6 days,2016-10-18 00:10:23.171675,Portland
56,"Portland, OR",CDK Global,"Manage team and project portfolio to deliver overall product readiness across CDK to ensure:. From data scientists to sales and operations experts, we’re hiring...",dbec571251ff9227,"Director, Product Introduction",,41.4,74,14 days,2016-10-18 00:10:23.171675,Portland
57,"Portland, OR 97232 (Kerns area)","Parametrix, Inc.","A talented team of scientists, engineers, and planners that collaboratively work across disciplines and offices to serve a mix of local, state, federal, tribal...",c36fb3e6f0c5166b,Environmental Sciences Team Lead,,,,30+ days,2016-10-18 00:10:23.171675,Portland
58,"Hillsboro, OR 97124",Nanometrics Incorporated,Provide technical training to junior engineers and scientists. Application Scientist is to drive the Scientific and Technical aspects of delivering high-quality...,b41ed30e62289be2,"Research Scientist (Hillsboro, Oregon)",,,,30+ days,2016-10-18 00:10:23.171675,Portland
59,"Vancouver, WA",PeaceHealth,"Works in a clinical laboratory or hospital setting. PeaceHealth, based in Vancouver, WA, is a not-for-profit Catholic health system offering care to communities...",9350bfd649c93613,MLT or MT - Core - 32 hours Job,,42.0,80,4 days,2016-10-18 00:10:23.171675,Portland
60,"Portland, OR",adidas,"Stuff working directly with scientists, researchers, designers, and variety of different. They will work together with UX designers, mobile/backend/frontend...",f4a53a0db6d96e38,Manager Future (Software Engineer iOS - Digital Sport),,51.0,1333,30+ days,2016-10-18 00:10:23.171675,Portland
61,"Portland, OR 97223",Vesta Corporation,Ability to identify the weakness in the fraud system and articulate the weakness to data scientists. Manage ecommerce risk-related projects to ensure smooth and...,f73666ff4f119fe5,"Vice President, Ecommerce Risk & Fraud Operations",,40.2,31,30+ days,2016-10-18 00:10:23.171675,Portland
62,"Portland, OR 97240 (Hosford area)",Providence Health & Services,Providence Health & Services is the third largest not-for-profit health system in the United States. + Certification or Registry Medical Technologist (MT) or...,10132d55b2df1929,Medical Technologist- Evenings,,43.2,633,1 day,2016-10-18 00:10:23.171675,Portland
63,"Camas, WA",UL LLC,"Ability to collaborate with peers, and work directly with Research Scientists and other team members in order to complete a project from start to finish....",58c61f7c5fd65d49,Research Engineer - Wind Modeling,,,,22 days,2016-10-18 00:10:23.171675,Portland
64,"Portland, OR","Cornerstone Environmental Group, LLC","You will work under the direction of Client Managers and Project Managers located throughout the company and across the country, and you may oversee and direct...",300c266bc5c9d9ac,Project Manager/Project Engineer,,43.2,3,30+ days,2016-10-18 00:10:23.171675,Portland
65,"Portland, OR",Oregon Health & Science University,"Use of relevant hospital approved clinical equipment. The Clinical RN demonstrates the professional role obligations of scientist, leader, practitioner, and...",f34f9f81dbfc5b95,"Registered Nurse - Care Management, PT",,51.6,111,19 days,2016-10-18 00:10:23.171675,Portland
66,"Portland, OR",Oregon Health & Science University,"The Clinical RN demonstrates the professional role obligations of scientist, leader, practitioner, and knowledge transferor [ORourke Model of the Professional...",99cd465f9c5c0ea8,"Registered Nurse- Clinical RN, (PT Evenings)",,51.6,111,19 days,2016-10-18 00:10:23.171675,Portland
67,"Beaverton, OR",Axius Technologies,"Should be able to diligently teaming with the infrastructure, network, database, application a, BI & Data scientist teams to guarantee high performance...",8c8f86458e564729,Hadoop Admin,,54.0,4,3 days,2016-10-18 00:10:23.171675,Portland
68,"Portland, OR 97240 (Hosford area)",Providence Health & Services,"Providence Health & Services is the third largest not-for-profit health system in the United States. American Society for Clinical Pathology (ASCP), National...",aa1348bc35de7d14,Medical Technologist- Hematology,,43.2,633,1 day,2016-10-18 00:10:23.171675,Portland
69,"Portland, OR",adidas,"Do you enjoy creating neato stuff working directly with scientists, researchers, designers, and variety of different engineers and other disciplines on ground...",96c93b4030c8273f,Manager Future (Software Engineer Android - Digital Sport),,51.0,1333,30+ days,2016-10-18 00:10:23.171675,Portland
70,"Portland, OR",CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",f38545e767392d7e,SR Software Product Manager (Notify) - 6282,,41.4,74,2 days,2016-10-18 00:10:23.171675,Portland
71,"Portland, OR",Ajilon,"Verifying entered data by reviewing, deleting, or modifying data. Ensure accurate entry of data into a proprietary web-based portal....",de6cd02690174a94,"Corporate Research Analyst Job in Vancouver, WA",$15 an hour,42.0,2649,30+ days,2016-10-18 00:10:23.171675,Portland
72,"Beaverton, OR",Tektronix,"If you need an accommodation or assistance in using our Careers website, please call 202-828-0850 or send an email to....",9f36cbaa801c91ec,Embedded Firmware / Software Engineer,,42.6,51,30+ days,2016-10-18 00:10:23.171675,Portland
73,"Portland, OR",Oregon Health & Science University,"Use of relevant hospital approved clinical equipment. The Clinical RN demonstrates the professional role obligations of scientist, leader, practitioner, and...",1ec94683ba3487ec,Registered Nurse - Case Manager,,51.6,111,30+ days,2016-10-18 00:10:23.171675,Portland
74,"Portland, OR",Oregon Health & Science University,"The Clinical RN demonstrates the professional role obligations of scientist, leader, practitioner, and knowledge transferor [Onsomble Model of the Professional...",ef53c508fba49520,"Registered Nurse Coordinator - Hematology/Medical Oncology,...",,51.6,111,4 hours,2016-10-18 00:10:23.171675,Portland
75,"Vancouver, WA",nLIGHT,Provide mentorship to junior engineers and scientists throughout the company. Manage continuously funded technological probes supporting 3 to 5 year roadmaps....,e045c199bb7c9e5a,Principal Investigator Advanced Technology Semiconductor Las...,,44.4,12,30+ days,2016-10-18 00:10:23.171675,Portland
76,"Beaverton, OR 97008 (Greenway area)","Everest Consultants, Inc.","Our technology makes virtually any media more powerful, and we empower our talented people from engineers and scientists to a wide range of finance, marketing...",fd9596f44f9daa8b,Sr Software Engineer / Architect,,,,30+ days,2016-10-18 00:10:23.171675,Portland
77,"Portland, OR","Beckman Coulter, Inc.","For 80 years, our products have been making a difference in peoples’ lives by improving the productivity of medical professionals and scientists, supplying...",334996a2e7fd411c,Field Service Engineer,,42.6,245,30+ days,2016-10-18 00:10:23.171675,Portland
78,"Portland, OR 97204 (Downtown area)",HDR,"The main focus of the project accountant is to assist the Project Manager with the non-technical management of a project, emphasizing project financial health....",290098399c2d9fa0,Project Accountant 2,,51.0,122,30+ days,2016-10-18 00:10:23.171675,Portland
79,"Beaverton, OR 97008 (Greenway area)","Everest Consultants, Inc.","Our technology makes virtually any media more powerful, and we empower our talented people – from engineers and scientists to a wide range of finance, marketing...",d71de6c057b8765c,Sr. iOS Developer,,,,30+ days,2016-10-18 00:10:23.171675,Portland
80,"Milwaukie, OR 97222 (Milwaukie Business-Industry area)",Providence Health & Services,*Providence Health & Services is the third largest not-for-profit health system in the United States. + **Certification or registry as Medical Technologist (MT)...,35ca90e01fceb524,Medical Technologist,,43.2,633,2 days,2016-10-18 00:10:23.171675,Portland
81,"Portland, OR",CDK Global,"From data scientists to sales and operations experts, we’re hiring to support your growth and ours - Green light your career ....",7aa49e2cdbf14ebd,CCNP Certified Network Specialist,,41.4,74,14 days,2016-10-18 00:10:23.171675,Portland
82,"Portland, OR 97204 (Downtown area)",Otak,"Our scientists and water resource engineers have a reputation for sound knowledge, creative solutions and responsive customer service....",3db76c972464ef48,Water Resources Sr. Project Engineer/Project Manager,,42.0,2,30+ days,2016-10-18 00:10:23.171675,Portland
83,"Hillsboro, OR 97124",FEI Company,"Mechanical Engineer will work closely with Marketing, Project Management, Operations, suppliers, and engineers and scientists of diverse backgrounds to design...",d77919cf1547dd69,Senior Mechanical Engineer Lead,,51.0,17,30+ days,2016-10-18 00:10:23.171675,Portland
84,"Beaverton, OR",MWH,Work in a manner to ensure your personal safety and that of fellow employees by following company health and safety guidelines and policies....,e9ecddd4bcdf9762,Administrative Assistant,,44.4,56,11 days,2016-10-18 00:10:23.171675,Portland
85,"Portland, OR",adidas,"Do you enjoy creating neato stuff working directly with scientists, researchers, designers, and variety of different engineers and other disciplines on ground...",21feb38474f4df11,Senior Manager Future (Sr. Software Engineer Backend Node.js...,,51.0,1333,30+ days,2016-10-18 00:10:23.171675,Portland
86,"Vancouver, WA 98660 (Carter Park area)",Otak,"Our scientists and water resource engineers have a reputation for sound knowledge, creative solutions and responsive customer service....",ee067f325eb7466e,Project Engineer,,42.0,2,30+ days,2016-10-18 00:10:23.171675,Portland
87,"Portland, OR",Kaiser Permanente,"Conduct own research program as a senior investigator at CHR, receiving grants, publishing scientific papers, giving scientific presentations, consulting on...",c2ce2efa856e82c2,"Vice President, Health Research and Director, Center for Hea...",,52.199997,3800,16 days,2016-10-18 00:10:23.171675,Portland
88,"Portland, OR 97240 (Hosford area)",Providence Health & Services,"+ Develop and oversee statistical functions including the design and analysis of pre-clinical experiments, clinical trials, outcomes research, grant preparation...",f015c05a7d033fd5,Biostatistician 4,,43.2,633,30+ days,2016-10-18 00:10:23.171675,Portland
89,"Portland, OR",Oregon Health & Science University,"The Clinical RN demonstrates the professional role obligations of scientist, leader, practitioner, and knowledge transferor [ORourke Model of the Professional...",16828487a9b0184f,"Registered Nurse Coordinator - Hematology/Medical Oncology,...",,51.6,111,30+ days,2016-10-18 00:10:23.171675,Portland
90,"Vancouver, WA",Ajilon,"Verifying entered data by reviewing, deleting, or modifying data. Ensure accurate entry of data into a proprietary web-based portal....",64fe4f43907cf293,Bilingual Research Analyst,$15 an hour,42.0,2649,30+ days,2016-10-18 00:10:23.171675,Portland
91,"Portland, OR 97204 (Downtown area)",HDR,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",a7e39db75e47a37a,Administrative Assistant,,51.0,122,30+ days,2016-10-18 00:10:23.171675,Portland
92,"Portland, OR 97240 (Hosford area)",Providence Health & Services,"*Providence Health & Services is the third largest not-for-profit health system in the United States. + Certification or registry medical technologist (MT),...",dddf839030d68f71,Medical Technologist- Hematology Testing,,43.2,633,15 days,2016-10-18 00:10:23.171675,Portland
93,"Vancouver, WA",Ajilon,"Verifying entered data by reviewing, deleting, or modifying data. Ensure accurate entry of data into a proprietary web-based portal....",64fe4f43907cf293,Bilingual Research Analyst,$15 an hour,42.0,2649,30+ days,2016-10-18 00:10:23.171675,Portland
94,"Portland, OR 97204 (Downtown area)",HDR,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",a7e39db75e47a37a,Administrative Assistant,,51.0,122,30+ days,2016-10-18 00:10:23.171675,Portland
95,"Portland, OR 97240 (Hosford area)",Providence Health & Services,"*Providence Health & Services is the third largest not-for-profit health system in the United States. + Certification or registry medical technologist (MT),...",dddf839030d68f71,Medical Technologist- Hematology Testing,,43.2,633,15 days,2016-10-18 00:10:23.171675,Portland
96,"Vancouver, WA",Ajilon,"Verifying entered data by reviewing, deleting, or modifying data. Ensure accurate entry of data into a proprietary web-based portal....",64fe4f43907cf293,Bilingual Research Analyst,$15 an hour,42.0,2649,30+ days,2016-10-18 00:10:23.171675,Portland
97,"Portland, OR 97204 (Downtown area)",HDR,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",a7e39db75e47a37a,Administrative Assistant,,51.0,122,30+ days,2016-10-18 00:10:23.171675,Portland
98,"Portland, OR 97240 (Hosford area)",Providence Health & Services,"*Providence Health & Services is the third largest not-for-profit health system in the United States. + Certification or registry medical technologist (MT),...",dddf839030d68f71,Medical Technologist- Hematology Testing,,43.2,633,15 days,2016-10-18 00:10:23.171675,Portland
99,"Vancouver, WA",Ajilon,"Verifying entered data by reviewing, deleting, or modifying data. Ensure accurate entry of data into a proprietary web-based portal....",64fe4f43907cf293,Bilingual Research Analyst,$15 an hour,42.0,2649,30+ days,2016-10-18 00:10:23.171675,Portland
100,"Portland, OR 97204 (Downtown area)",HDR,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",a7e39db75e47a37a,Administrative Assistant,,51.0,122,30+ days,2016-10-18 00:10:23.171675,Portland
101,"Portland, OR 97240 (Hosford area)",Providence Health & Services,"*Providence Health & Services is the third largest not-for-profit health system in the United States. + Certification or registry medical technologist (MT),...",dddf839030d68f71,Medical Technologist- Hematology Testing,,43.2,633,15 days,2016-10-18 00:10:23.171675,Portland
102,"Vancouver, WA",Ajilon,"Verifying entered data by reviewing, deleting, or modifying data. Ensure accurate entry of data into a proprietary web-based portal....",64fe4f43907cf293,Bilingual Research Analyst,$15 an hour,42.0,2649,30+ days,2016-10-18 00:10:23.171675,Portland
103,"Portland, OR 97204 (Downtown area)",HDR,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",a7e39db75e47a37a,Administrative Assistant,,51.0,122,30+ days,2016-10-18 00:10:23.171675,Portland
104,"Portland, OR 97240 (Hosford area)",Providence Health & Services,"*Providence Health & Services is the third largest not-for-profit health system in the United States. + Certification or registry medical technologist (MT),...",dddf839030d68f71,Medical Technologist- Hematology Testing,,43.2,633,15 days,2016-10-18 00:10:23.171675,Portland
105,"Vancouver, WA",Ajilon,"Verifying entered data by reviewing, deleting, or modifying data. Ensure accurate entry of data into a proprietary web-based portal....",64fe4f43907cf293,Bilingual Research Analyst,$15 an hour,42.0,2649,30+ days,2016-10-18 00:10:23.171675,Portland
106,"Portland, OR 97204 (Downtown area)",HDR,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",a7e39db75e47a37a,Administrative Assistant,,51.0,122,30+ days,2016-10-18 00:10:23.171675,Portland
107,"Portland, OR 97240 (Hosford area)",Providence Health & Services,"*Providence Health & Services is the third largest not-for-profit health system in the United States. + Certification or registry medical technologist (MT),...",dddf839030d68f71,Medical Technologist- Hematology Testing,,43.2,633,15 days,2016-10-18 00:10:23.171675,Portland
108,"Vancouver, WA",Ajilon,"Verifying entered data by reviewing, deleting, or modifying data. Ensure accurate entry of data into a proprietary web-based portal....",64fe4f43907cf293,Bilingual Research Analyst,$15 an hour,42.0,2649,30+ days,2016-10-18 00:10:23.171675,Portland
109,"Portland, OR 97204 (Downtown area)",HDR,"We create an unshakable foundation for progress because our multidisciplinary teams also include scientists, economists, builders, analysts and artists....",a7e39db75e47a37a,Administrative Assistant,,51.0,122,30+ days,2016-10-18 00:10:23.171675,Portland
